alpha,beta,loss,a_lin,b_lin,MAE,RMSE,R2,Spearman
0.3,6.1859580285066595,0.2405952910723983,0.0008017571886362808,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590001407863992
6.060430426002726,3.204001297543726,0.2406014645676693,2.0556366951838078e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589973333768489
0.8949642688396015,3.204001297543726,0.24060235342374214,0.0001392015704543441,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.759002131496302
0.8949642688396015,6.1859580285066595,0.24060286520438545,0.0002687561559331841,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589973328479378
2.328920068413857,3.204001297543726,0.24060305974277552,5.349278981817684e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979501393533
9.130827445996081,6.1859580285066595,0.24060356644254788,2.6342317606314766e-05,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520475,0.7590070129891913
9.130827445996081,0.3903075650732494,0.24060422148027627,1.6620878764334166e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979202137045
10.46756558861481,6.1859580285066595,0.24060427381345328,2.2978328108351814e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.758999517799836
7.964794597440686,6.1859580285066595,0.24060443360847927,3.0198789642129914e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979482970634
4.022506959599305,6.1859580285066595,0.24060443360928807,5.9795336342896906e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979202131655
0.5181595127486134,6.1859580285066595,0.24060449561959585,0.000464195196021763,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7590113581776858
1.0259855680060181,6.1859580285066595,0.24060449804962392,0.0002344352241312162,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589978953660419
5.286496081618361,6.1859580285066595,0.24060468727539974,4.549840818519078e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590064594362531
0.3,0.3903075650732494,0.24060490344191565,5.058745866598529e-05,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7589979323773823
9.130827445996081,3.204001297543726,0.2406060465145592,1.3643936703417337e-05,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7590058920222281
1.7720806066836923,6.1859580285066595,0.24060607911292675,0.00013573149871608348,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7589973541197695
7.964794597440686,0.3903075650732494,0.24060640772153352,1.9054148119114261e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979560786554
2.0315102972302785,0.3903075650732494,0.24060656632303168,7.47042120361711e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590032752854938
2.6698701416653416,3.204001297543726,0.2406066825817016,4.6661607161646094e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590034135065403
4.022506959599305,0.3903075650732494,0.24060668881992675,3.7728306631214316e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590072444201648
1.176188170195307,6.1859580285066595,0.24060673869910432,0.0002044971737395936,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7590058244662257
0.5181595127486134,3.204001297543726,0.24060685400531612,0.00024042872640154934,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979498965735
12.0,3.204001297543726,0.2406070389298055,1.0381702643583033e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589973323354676
2.328920068413857,0.7535659294528739,0.24060705173573005,1.2581250797015797e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979330777459
1.0259855680060181,3.204001297543726,0.24060709157201443,0.00012142513073075279,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979173299146
7.964794597440686,3.204001297543726,0.24060711153444736,1.5641386629484167e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979302393768
4.022506959599305,3.204001297543726,0.24060711153444736,3.09708430524148e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590059106085807
2.0315102972302785,3.204001297543726,0.24060711153444736,6.132404639683434e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.759003955257384
1.3483801866687368,6.1859580285066595,0.2406077795840641,0.000178382298233796,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979527946804
0.45198905708840026,3.204001297543726,0.2406077948268852,0.0002756270970928194,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589989789931721
0.39426875836741615,6.1859580285066595,0.24060849552615693,0.0006100588785854003,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979541173417
6.947667487379605,0.3903075650732494,0.2406085113243993,2.1843644111297963e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979178007048
2.0315102972302785,6.1859580285066595,0.24060922452953815,0.00011839819710429916,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7590017355356663
3.508821285855439,6.1859580285066595,0.24060970248167124,6.854927538215853e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979516438595
0.3439195073127211,0.4451945366902695,0.24061032606408084,5.033269264623679e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590013607234686
2.328920068413857,6.1859580285066595,0.240610412089026,0.00010327840781358325,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590052378554856
1.7720806066836923,0.7535659294528739,0.24061042597473414,1.653464710149496e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589992526938861
9.130827445996081,0.7535659294528739,0.2406104352125007,3.2089892882343844e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590010232545192
0.5940172144463425,0.7535659294528739,0.2406104375517335,4.9326394512367587e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.759002099775589
4.611395372357948,0.7535659294528739,0.24061048262398843,6.3539829272838e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979535422009
1.176188170195307,3.204001297543726,0.2406106170007707,0.00010591879333585691,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979207404597
10.46756558861481,0.7535659294528739,0.24061098324997932,2.7991921539796525e-06,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520475,0.7590052565856251
1.0259855680060181,0.3903075650732494,0.24061135724295157,1.4791862647045107e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589970709582662
0.5181595127486134,0.3903075650732494,0.24061146573923164,2.9288736820235516e-05,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520475,0.7590046828324786
4.611395372357948,3.204001297543726,0.24061169878530997,2.7015777582153958e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7589999699469663
12.0,0.3903075650732494,0.24061171335765796,1.2646864666496319e-06,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589978966287599
5.286496081618361,0.3903075650732494,0.24061193569000672,2.8707554806603905e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979284422385
4.611395372357948,0.3903075650732494,0.24061295579530073,3.2910293684133857e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979328955127
4.611395372357948,6.1859580285066595,0.24061297282312988,5.215930042187973e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.758997950356615
3.0607347457016316,0.3903075650732494,0.24061323404041546,4.958364203597998e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7589984882462595
1.0259855680060181,0.7535659294528739,0.2406134269331871,2.855861561860299e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979515144434
4.022506959599305,0.7535659294528739,0.2406134269331871,7.28419559274961e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.759006546134718
2.0315102972302785,0.7535659294528739,0.2406134269331871,1.4423125251624862e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590026532580644
7.964794597440686,0.7535659294528739,0.24061344360026482,3.678780049937896e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979314509816
1.176188170195307,0.7535659294528739,0.24061360545075938,2.491159850898049e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590025607610044
12.0,6.1859580285066595,0.24061419905067993,2.0043929715907005e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979002602215
1.5457808315644896,0.7535659294528739,0.24061448159397392,1.8955292282452853e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979546927522
0.5181595127486134,1.659504359285168,0.24061457211525117,0.00012452945005566324,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589991351197541
2.0315102972302785,1.659504359285168,0.24061462792767763,3.176263455404037e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589989630853792
0.39426875836741615,0.3903075650732494,0.24061498535831372,3.8492113000880886e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589978981808436
1.3483801866687368,0.3903075650732494,0.2406150947892477,1.125516211958698e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979313364212
0.5940172144463425,0.3903075650732494,0.2406151156472086,2.554848113945768e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590054667442205
0.5940172144463425,6.1859580285066595,0.24061538947089645,0.00040491613835647635,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590038559238498
5.286496081618361,3.204001297543726,0.24061544542468816,2.3565785314052196e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.758997919629788
0.7806747652954357,0.4451945366902695,0.24061556037616516,2.2173631870969348e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979571429364
12.0,0.7535659294528739,0.24061561492492256,2.4417272889098283e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.75899898211872
9.130827445996081,7.055857905212876,0.24061564947271707,3.0046704013770054e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.759004668068328
6.947667487379605,1.659504359285168,0.240615938775533,9.287450684838695e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.759002158380644
3.508821285855439,0.3903075650732494,0.24061600444318432,4.325166876116823e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979147520819
10.46756558861481,3.204001297543726,0.24061630726703043,1.1901566860827494e-05,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7590111052633421
2.328920068413857,0.3903075650732494,0.24061647310308443,6.516426993620082e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979500313803
0.8949642688396015,1.659504359285168,0.24061650749087116,7.209910094774963e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590036917197552
0.3,1.659504359285168,0.24061696057314097,0.00021508706387898422,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589989789931721
4.611395372357948,0.4451945366902695,0.24061738225720097,3.753830122738981e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590029693998005
0.45198905708840026,7.055857905212876,0.24061780648566478,0.0006069865306871671,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979424980674
1.176188170195307,0.3903075650732494,0.24061784605203274,1.290289936964385e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589979236253279
0.7806747652954357,6.1859580285066595,0.24061789847157078,0.0003081016157860053,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7589985104508425
1.3483801866687368,2.808987626471824,0.24061790571308628,8.10017892477203e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589990029879419
0.3439195073127211,6.1859580285066595,0.2406183440934182,0.0006993704965161399,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7590009055923338
9.130827445996081,1.659504359285168,0.24061855595238268,7.06684246803836e-06,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7589994230467142
2.6698701416653416,0.3903075650732494,0.24061859856929746,5.684260579928184e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589970848356947
6.060430426002726,6.1859580285066595,0.24061863948119078,3.9688130988004484e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589973300789775
1.7720806066836923,0.3903075650732494,0.2406188790654693,8.564078599221674e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590032752854938
0.6809803590922038,6.1859580285066595,0.24061898683178307,0.00035320718634458697,317.3408866627838,74.71778726350306,94.01638181703605,0.08259603250520464,0.7590113379983263
0.5940172144463425,3.204001297543726,0.2406193492932528,0.00020972528858294537,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520475,0.7589988450347822
3.0607347457016316,3.204001297543726,0.24061957091196706,4.070278611955903e-05,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7589973531274641
6.947667487379605,3.204001297543726,0.2406200663853627,1.7931259944333275e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.759001309575206
0.45198905708840026,0.4451945366902695,0.24062011081880263,3.8298260953762036e-05,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589995688401814
0.7806747652954357,7.055857905212876,0.24062038038674516,0.00035142838204438114,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.7589979554828797
1.5457808315644896,1.659504359285168,0.24062043451819082,4.1743381626998364e-05,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7590036917197552
0.6809803590922038,0.4451945366902695,0.24062063553569402,2.5419815161324758e-05,317.34088666278365,74.71778726350303,94.01638181703605,0.08259603250520464,0.758997093559014
10.46756558861481,0.8595360808991341,0.24062066934043103,3.192828337478248e-06,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589989928745845
0.3439195073127211,3.204001297543726,0.2406206754038117,0.0003622371778106707,317.3408866627837,74.71778726350306,94.01638181703606,0.08259603250520442,0.7589978961737209
3.508821285855439,0.4451945366902695,0.24062082591702383,4.933393138715019e-06,317.3408866627836,74.71778726350303,94.01638181703605,0.08259603250520475,0.759007807747103
2.6698701416653416,11.943215116604913,0.2406213158418783,0.00017393551383555444,317.34088666278376,74.71778726350306,94.01638181703605,0.08259603250520464,0.7589979298403889
