iter,loss,alpha,beta
1.0,0.24060771361524602,0.24065454341111753,3.1063993616003787
2.0,0.24060771361524602,0.24065454341111753,3.1063993616003787
3.0,0.24064591388174605,0.22411130710010665,3.1063993616003787
4.0,0.2406174104045099,0.24065454341111753,3.287533240463696
5.0,0.2406200335381271,0.2584189526793666,3.287533240463696
6.0,0.24062707124066052,0.24937861790023647,3.2412828893757832
7.0,0.2405973448543809,0.24065454341111753,3.195683206986645
8.0,0.24061904193616113,0.2322356653992769,3.1063993616003787
9.0,0.24059897839288946,0.24937861790023652,3.195683206986645
10.0,0.24061596976440836,0.24937861790023647,3.287533240463696
11.0,0.24060754679732188,0.24280652440420555,3.1507250394251107
12.0,0.2406251673544212,0.2471683888006655,3.2412828893757824
13.0,0.24059836479030006,0.24388972047317967,3.173124500917536
14.0,0.24078623205675953,0.23535766545397344,3.173124500917536
15.0,0.24060925223708907,0.24579695427797627,3.190028539514707
16.0,0.2406257910805092,0.24226673177128166,3.1843838778105957
17.0,0.24060157388118553,0.24497774884114873,3.195683206986645
18.0,0.24062275678434886,0.24334751974492355,3.2070226302106253
19.0,0.24063164865629016,0.2430768715687461,3.201347897962706
20.0,0.24059898275043445,0.24280652440420555,3.195683206986645
21.0,0.24060819712650183,0.2414592920517276,3.190028539514707
22.0,0.2406215675311223,0.24199728563445191,3.201347897962706
23.0,0.24061218933723771,0.24159367821518185,3.192854621421916
24.0,0.24074532411583593,0.24172813917236544,3.195683206986645
25.0,0.24061956152579267,0.24105658190781723,3.192854621421916
26.0,0.2406128786513314,0.23998596875767592,3.1928546214219162
27.0,0.2407670217012602,0.23958571584881627,3.195683206986646
28.0,0.24063242818162323,0.2406880209933309,3.1935615330085976
29.0,0.2406168957863919,0.24032002358616147,3.1942686011085106
30.0,0.24060732563246567,0.24085547877362148,3.1942686011085106
31.0,0.24061485938119453,0.24119074393961445,3.195683206986644
32.0,0.2406204827534566,0.24097276853733254,3.1953294967964903
33.0,0.24060260092654318,0.24075499012965854,3.1949758257563055
34.0,0.24059511731679928,0.24048722533364775,3.1949758257563055
35.0,0.24062826579054597,0.2403868903307356,3.195683206986646
36.0,0.24061133283667158,0.24066291237010465,3.195152656382923
37.0,0.24064607998318777,0.24057086982607756,3.195329496796491
38.0,0.2406075280280492,0.24062107048534076,3.1949758257563055
39.0,0.24062283959088793,0.24053740853855893,3.194622193861756
40.0,0.24061243303385949,0.24054577342408484,3.194799004916097
41.0,0.24062425323497671,0.24056250406783405,3.195152656382923
42.0,0.2407564216426774,0.24054995597593307,3.194887414112934
43.0,0.2406221099937491,0.2405541386005065,3.1949758257563055
44.0,0.24075614665273237,0.24051649759734667,3.194887414112934
45.0,0.2405944145650858,0.2405248617556775,3.195064239846279
46.0,0.24061965792308804,0.24052904394391872,3.195152656382923
47.0,0.240631222445028,0.24045795663255445,3.195064239846279
48.0,0.2406272468760886,0.24053008950234125,3.1949979290494275
49.0,0.24060314476904465,0.2405060428084544,3.1950200324954627
50.0,0.2405962325869383,0.2405394997326695,3.1950200324954627
51.0,0.2406092627698544,0.24055832129780644,3.195064239846279
52.0,0.2406092048827333,0.24051911136557982,3.195031084275824
53.0,0.24061709196281922,0.24053218063282128,3.195042136094413
54.0,0.24061267342719161,0.24051545209800668,3.195042136094413
55.0,0.24061668657198876,0.24050813372987626,3.1950642398462787
56.0,0.24062429192619028,0.24051414523022258,3.1950587138939768
57.0,0.24061429156673553,0.24052015688082637,3.195053187951231
58.0,0.2406062781486531,0.24052852116641174,3.195053187951231
59.0,0.24061418970263881,0.24053322620487877,3.195064239846279
60.0,0.24061038081169528,0.24052995880728983,3.195061476868933
61.0,0.24061440106377585,0.24052342414526434,3.1950559509214096
62.0,0.24062076593592918,0.24052832512513952,3.1950600953811565
63.0,0.24062479989087304,0.24052669145408526,3.1950587138939768
64.0,0.24061518892717482,0.24052741026798213,3.1950628583573075
65.0,0.24064583284345575,0.24052558056410625,3.195068384316778
66.0,0.24061703122770506,0.24052641373110947,3.1950611314969333
67.0,0.24061709991445457,0.24052585828612003,3.1950659667083334
68.0,0.24065313366610774,0.24052627486974187,3.195062340299098
69.0,0.2406142279576058,0.2405261360084544,3.1950635491017185
70.0,0.24061080831613946,0.24052563774214175,3.1950626856712283
71.0,0.24060851690023666,0.24052436349200457,3.195063376415603
72.0,0.24060896639757,0.24052358750965133,3.195064930590991
73.0,0.2406233842536588,0.24052410006613556,3.1950643693609018
74.0,0.24060998215135476,0.24052461262371203,3.195063808130912
75.0,0.24061300741426006,0.2405252497485967,3.1950634627586596
76.0,0.24060879229832588,0.2405242246318205,3.195064585218616
77.0,0.2405953673680693,0.24052447376338412,3.195065016934088
78.0,0.24061719160031592,0.2405251108879011,3.195064671561705
79.0,0.24060948292592288,0.2405244461955345,3.195064606804388
80.0,0.24061118295338113,0.2405246677594526,3.19506462839016
81.0,0.24063044191235616,0.24052454319353805,3.195064412532443
82.0,0.24061408910976778,0.24052498632175703,3.1950644557039847
83.0,0.24062572803147764,0.24052487553962576,3.1950644449110994
84.0,0.24064436148742252,0.2405247647575455,3.1950644341182137
85.0,0.2406083693970369,0.24052470247455504,3.19506432618936
86.0,0.24060804337304764,0.24052479947266192,3.195064131917432
87.0,0.2406193381140297,0.24052495875384863,3.1950640455743566
88.0,0.24060092453469095,0.24052476654435284,3.1950642560356064
89.0,0.24061080958984205,0.24052482882735987,3.195064363964458
90.0,0.24060587980524106,0.2405248068113361,3.1950641899291874
91.0,0.24061043853203923,0.24052482148868506,3.1950643059526995
92.0,0.2406145707276014,0.24052481048067323,3.1950642189350646
93.0,0.24063322675217313,0.24052481415001045,3.195064247940943
94.0,0.2406139554649387,0.2405248342835052,3.1950642148877333
95.0,0.24062758775834214,0.2405248818891762,3.1950642067930697
96.0,0.24061079672282604,0.24052486495438297,3.1950642170800374
97.0,0.24061143005338437,0.24052489242655875,3.1950642420385833
98.0,0.2406098459607081,0.2405248778907941,3.1950642352508707
99.0,0.24059725056468395,0.24052487469208847,3.1950642580171125
100.0,0.2406091849502443,0.24052485855697206,3.1950642626125214
101.0,0.2406051333798187,0.2405248633904275,3.1950642557721087
102.0,0.2406086070051966,0.2405248730573384,3.1950642420912834
103.0,0.2406020002466519,0.2405248658071552,3.195064252351902
104.0,0.24061699521211632,0.24052487064061062,3.19506424551149
105.0,0.2406537023215114,0.24052486701551906,3.195064250641799
106.0,0.2406176087466353,0.2405248682238829,3.195064248931696
107.0,0.24061606821657455,0.24052486378141635,3.195064246099091
108.0,0.24060513663843142,0.24052485731321108,3.195064237013674
109.0,0.24061507968748386,0.24052485528747228,3.1950642307608628
110.0,0.2406129755207771,0.2405248574109583,3.19506423459542
111.0,0.24061760567332635,0.24052486165793027,3.1950642422645337
112.0,0.2405947270492298,0.2405248584727013,3.195064236512698
113.0,0.240635845941498,0.24052486291516775,3.1950642393453035
114.0,0.24075555304255047,0.24052485871370025,3.195064237596581
115.0,0.24061627759365378,0.2405248601141894,3.195064238179489
116.0,0.24060950263060898,0.24052485953444427,3.1950642384299766
117.0,0.24061751603060522,0.24052486117593233,3.1950642400967673
118.0,0.24062440895228743,0.24052486037962514,3.1950642386588086
119.0,0.2406076853586444,0.24052486064506087,3.195064239138128
120.0,0.2406082715718798,0.24052486093493344,3.1950642390128836
121.0,0.24060935740265132,0.2405248614658049,3.1950642399715234
122.0,0.240634405322123,0.2405248610676513,3.1950642392525435
123.0,0.2406224872111632,0.24052486120036917,3.1950642394922038
124.0,0.24060690451742306,0.2405248613453055,3.1950642394295814
125.0,0.24061196404185625,0.2405248619006138,3.1950642397836573
126.0,0.2406175506992193,0.2405248617255526,3.1950642397107933
127.0,0.2406077120156369,0.2405248615504915,3.1950642396379303
128.0,0.2406125534092678,0.24052486147802338,3.1950642396692412
129.0,0.24064241732404956,0.2405248618281457,3.1950642398149687
130.0,0.24059777726011755,0.24052486156555394,3.1950642397056725
131.0,0.24060866368910072,0.2405248617707399,3.1950642399140214
132.0,0.24061585147786368,0.24052486160555359,3.1950642397069533
133.0,0.24062017346029818,0.2405248616606157,3.195064239775976
134.0,0.2406091789746485,0.24052486165308454,3.1950642397421047
135.0,0.24060783706987754,0.24052486174814633,3.1950642398124076
136.0,0.24061200531942084,0.24052486185073932,3.195064239916582
137.0,0.24061311811926855,0.2405248617024982,3.1950642397857236
138.0,0.24060802638213163,0.24052486175191193,3.1950642398293434
139.0,0.24060027391356098,0.240524861704381,3.195064239794192
140.0,0.24061901721729273,0.2405248617081466,3.1950642398111277
141.0,0.24064815153483077,0.2405248617409706,3.1950642398247893
142.0,0.240607597436868,0.24052486173002927,3.1950642398202356
143.0,0.24061669166796873,0.24052486175379467,3.1950642398378113
144.0,0.24062018565616594,0.24052486173191204,3.1950642398287035
145.0,0.24060756681837225,0.24052486174832402,3.195064239835534
146.0,0.24061522476488117,0.2405248617739722,3.195064239861578
147.0,0.24061846189597835,0.24052486174101498,3.195064239830571
148.0,0.24061735039226573,0.24052486175200075,3.1950642398409066
149.0,0.24062377674686353,0.24052486174285334,3.1950642398332576
150.0,0.24061098299321237,0.24052486176482488,3.1950642398539295
151.0,0.24061183667314,0.24052486176850166,3.1950642398593025
152.0,0.2406298055485374,0.24052486176437637,3.195064239854703
153.0,0.24061391940707677,0.2405248617602512,3.1950642398501046
154.0,0.2406112543290735,0.2405248617538391,3.1950642398435933
155.0,0.24061538939205052,0.24052486174926543,3.195064239839768
156.0,0.24060502426356434,0.2405248617575048,3.195064239847521
157.0,0.24063070860956948,0.24052486175934315,3.1950642398502067
158.0,0.24060076413235543,0.2405248617552151,3.1950642398452462
159.0,0.24062642056758976,0.24052486175338783,3.195064239844005
160.0,0.24062038411901143,0.2405248617564755,3.195064239846642
161.0,0.24061079979848787,0.2405248617554463,3.1950642398457627
162.0,0.24062093103814497,0.24052486175659113,3.1950642398469
163.0,0.24062873402144724,0.24052486175453272,3.195064239845142
164.0,0.24060631716015068,0.24052486175607657,3.195064239846461
165.0,0.2406167652646145,0.24052486175630777,3.1950642398469773
166.0,0.24061857310915447,0.2405248617556617,3.1950642398460665
167.0,0.2406053338533205,0.24052486175587703,3.1950642398463702
168.0,0.2406100221494094,0.24052486175556193,3.195064239846021
169.0,0.24061944681001524,0.2405248617559926,3.1950642398466282
170.0,0.24062647381765412,0.2405248617556696,3.195064239846173
171.0,0.24059777721149223,0.24052486175577728,3.195064239846325
172.0,0.24061730332802733,0.2405248617556197,3.1950642398461504
173.0,0.24063339753453805,0.24052486175583504,3.1950642398464537
174.0,0.2406099607514508,0.24052486175567356,3.1950642398462263
175.0,0.24061786068946833,0.24052486175578122,3.1950642398463778
176.0,0.24062691374110112,0.24052486175570048,3.1950642398462636
177.0,0.24059697379192913,0.24052486175572738,3.195064239846302
178.0,0.2406414553585795,0.24052486175567553,3.1950642398462525
179.0,0.24060943109762867,0.24052486175572937,3.195064239846329
180.0,0.24060805324426437,0.24052486175571586,3.19506423984631
181.0,0.24062914222919196,0.24052486175568905,3.1950642398462716
182.0,0.24060722724433303,0.2405248617557091,3.1950642398463005
183.0,0.2406061857074232,0.24052486175569576,3.195064239846281
184.0,0.24060827816055175,0.24052486175569907,3.195064239846286
185.0,0.24059971662853563,0.24052486175570245,3.1950642398462907
186.0,0.2406042318038213,0.24052486175569332,3.19506423984629
187.0,0.24061793652217134,0.2405248617556867,3.19506423984628
188.0,0.24062197800935903,0.24052486175569165,3.195064239846288
189.0,0.2406140966124115,0.24052486175569,3.195064239846285
190.0,0.24060727537242454,0.2405248617556854,3.195064239846285
191.0,0.2406072351548133,0.24052486175567292,3.195064239846279
192.0,0.24061207038277121,0.240524861755665,3.195064239846274
193.0,0.24062267523023428,0.24052486175568027,3.1950642398462823
194.0,0.2405953320488764,0.2405248617556752,3.195064239846279
195.0,0.24061857455696067,0.24052486175568144,3.1950642398462823
196.0,0.24061980739225042,0.2405248617556712,3.1950642398462765
197.0,0.24074879319833742,0.2405248617556789,3.195064239846281
198.0,0.24060815969480953,0.24052486175567633,3.195064239846279
199.0,0.24061375628716664,0.24052486175567947,3.195064239846281
200.0,0.24061005385856438,0.24052486175567436,3.195064239846278
201.0,0.24064170970153387,0.2405248617556757,3.1950642398462787
202.0,0.24060716564893603,0.24052486175567692,3.195064239846279
203.0,0.24060886006811166,0.24052486175567847,3.19506423984628
204.0,0.24062554123874857,0.2405248617556759,3.1950642398462787
205.0,0.2406083121428645,0.24052486175567783,3.195064239846279
206.0,0.24059513752224737,0.24052486175567653,3.195064239846279
207.0,0.24060767838209063,0.24052486175567714,3.195064239846279
208.0,0.2406043671136986,0.24052486175567697,3.195064239846279
209.0,0.2406084369886139,0.24052486175567708,3.195064239846279
210.0,0.2406043671136986,0.24052486175567697,3.195064239846279
211.0,0.24075391992704975,0.24052486175567703,3.195064239846279
212.0,0.24060722064504725,0.24052486175567722,3.195064239846279
213.0,0.24061874079960732,0.24052486175567778,3.195064239846279
214.0,0.2405944145650858,0.2405248617556775,3.195064239846279
215.0,0.24061874079960732,0.24052486175567778,3.195064239846279
216.0,0.24060336948201977,0.2405248617556774,3.195064239846279
